SUMMARY,DTSTART-DATE,START-TIME,DTEND-DATE,END-TIME,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION,REPLACES RECURRENT EVENT FROM
"Automatique & commande systemes","23-09-2022","10:15","23-09-2022","12:15",,"3EUS1AUT_2022_S5_CTD_AMPHI_C_G5BERENGUER Christophe(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"English and Communication","23-09-2022","10:15","23-09-2022","12:15",,"3EM1ANG6_2022_S5_TD_G8CUGAT Sylvie(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Module accompagnement professionnel","23-09-2022","10:15","23-09-2022","12:15",,"3EM1MAP9_2022_S5_TD_G3MARS Jerome(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"English and Communication","23-09-2022","10:15","23-09-2022","12:15",,"3EM1ANG6_2022_S5_TD_G10LYKIARDOPULOS Nicholas alexander(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"English and Communication","23-09-2022","10:15","23-09-2022","12:15",,"3EM1ANG6_2022_S5_TD_G9PICAVET Francis(Exporté le:28/02/2023 14:40)","","*,G-2B013","","",,,,,
"English and Communication","23-09-2022","10:15","23-09-2022","12:15",,"3EM1ANG6_2022_S5_TD_G12DUTTER Anthea(Exporté le:28/02/2023 14:40)","","G-2C004","","",,,,,
"Langue vivante 2","23-09-2022","10:30","23-09-2022","12:30",,"4EU3LV26_2022_S7_TD_G2BLASCO Emilio(Exporté le:28/02/2023 14:40)","","G-2A005","","",,,,,
"Langue vivante 2","23-09-2022","10:30","23-09-2022","12:30",,"4EU3LV26_2022_S7_TD_G1DI MARIA Sandra(Exporté le:28/02/2023 14:40)","","G-4D006 TD-info","","",,,,,
"Réservé N. MESLEM","23-09-2022","10:30","23-09-2022","12:45",,"(Exporté le:28/02/2023 14:40)","","G-2A007-info","","",,,,,
"Continuum Mechanics and FEM","23-09-2022","10:30","23-09-2022","12:30",,"WEU1CMF6_2022_S7_CTD_G1COMBE Gael(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Langue vivante 2","23-09-2022","10:30","23-09-2022","12:30",,"4EU3LV26_2022_S7_TD_G4MESANA Hedwig(Exporté le:28/02/2023 14:40)","","G-2A004","","",,,,,
"Langue vivante 2","23-09-2022","10:30","23-09-2022","12:30",,"4EU3LV26_2022_S7_TD_G3LORENZEN Maren(Exporté le:28/02/2023 14:40)","","G-4D008 TD-info","","",,,,,
"Water Quality and Treatment","23-09-2022","10:45","23-09-2022","12:45",,"5EUS5QTE_2022_S9_CM_G1NEMERY Julien(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Supervision des installations","23-09-2022","10:45","23-09-2022","12:45",,"5EU9SDI9_2022_S9_CTD_G1QUENOT Daniel(Exporté le:28/02/2023 14:40)","","G-3D002-GICS","","",,,,,
"Eco & societe / Economy & Society","23-09-2022","10:45","23-09-2022","12:45",,"5EUS5ECS_2022_S9_CM_G1IONESCU RIFFAUD Oana(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"buffet Sacha Hodencq","23-09-2022","11:00","23-09-2022","15:00",,"Réservations ReSEdADelinchant Benoit(Exporté le:28/02/2023 14:40)","","G-0D006-Salle des forums","","",,,,,
"RESERVATION","23-09-2022","12:30","23-09-2022","13:30",,"(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Algorithmique et programmation","23-09-2022","13:30","23-09-2022","15:30",,"3EUAAEP8_2022_S5_BE_G1HUANG ZhujunCOLOMBET Damien(Exporté le:28/02/2023 14:40)","","G-2A007-info","","",,,,,
"Mecanique des solides deformables","23-09-2022","13:30","23-09-2022","15:30",,"3EUS1MSD_2022_S5_CTD_G4JAY Amandine(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Automatique & commande systemes","23-09-2022","13:30","23-09-2022","15:30",,"3EUS1AUT_2022_S5_CTD_AMPHI_A_G2SENAME Olivier(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Mathematiques pour ingenieur","23-09-2022","13:30","23-09-2022","15:30",,"3EUS1MAT_2022_S5_CM_G3VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Mecanique des solides deformables","23-09-2022","13:30","23-09-2022","15:30",,"3EUS1MSD_2022_S5_CTD_G3BOURGEOIS Celine(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Materials and Structures","23-09-2022","13:30","23-09-2022","15:30",,"4EUS3MS_2022_S7_CTD_G1ROUSSEAU Quentin(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"Meca fluides pour l'environnement","23-09-2022","13:45","23-09-2022","15:45",,"4EUS3MFE_2022_S7_CTD_G1METAIS Olivier(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Energy Economics","23-09-2022","13:45","23-09-2022","15:45",,"4EUS3EE3_2022_S7_CM_G1IONESCU RIFFAUD Oana(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Automatique pour l'ingenieur","23-09-2022","13:45","23-09-2022","15:45",,"4EUS3AIN_2022_S7_BE_G1MESLEM NacimHABLY Ahmad(Exporté le:28/02/2023 14:40)","","G-3D003-info","","",,,,,
"Conception syst evenements discrets","23-09-2022","13:45","23-09-2022","15:45",,"4EUS3SCE_2022_S7_CM_G1JACOMINO Mireille(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"Conception mecanique","23-09-2022","13:45","23-09-2022","15:45",,"4EUS3CME_2022_S7_BE_G2AMEN Jean-luc(Exporté le:28/02/2023 14:40)","","G-3A014-info,*","","",,,,,
"Modelisation en mecanique","23-09-2022","13:45","23-09-2022","17:45",,"4EUS3MEM_2022_S7_BE1_G4MARIN Philippe Ense3(Exporté le:28/02/2023 14:40)","","G-2C005-info","","",,,,,
"Power Systems I","23-09-2022","13:45","23-09-2022","15:45",,"4EUS4TRE_2022_S7_CM_G1SCHAEFFER Christian(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Surete nucleaire en exploitation","23-09-2022","14:00","23-09-2022","16:00",,"5EUS5SUI_2022_S9_CTD_G1MOCANU Stephane(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"Design Models for Power Electronics","23-09-2022","14:00","23-09-2022","16:00",,"5EU9DMP9_2022_S9_BE2_MAGNETIQUE_G1CHAZAL HerveSCHANEN Jean luc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Enjeux et contexte","23-09-2022","14:00","23-09-2022","16:00",,"5EU9EEC1_2022_S9_CTD_G1TOURANCHEAU Bernard(Exporté le:28/02/2023 14:40)","","G-2C002","","",,,,,
"Energy Manag. Efficiency Buildings","23-09-2022","14:00","23-09-2022","16:00",,"5EUS5GEB_2022_S9_BE_G1PLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Water Manag. Non Stationnary Env.","23-09-2022","14:00","23-09-2022","16:00",,"5EU5WAT6_2022_S9_CM_G1TOMASINO Isabella(Exporté le:28/02/2023 14:40)","","G-2C001","","",,,,,
"Gestion innovation technologique","23-09-2022","14:00","23-09-2022","16:00",,"5EU9GIT0_2022_S9_CTD_G1FASAN Marie-Laurence(Exporté le:28/02/2023 14:40)","","G-2B002,*","","",,,,,
"Réunion site web master internationaux","23-09-2022","14:00","23-09-2022","15:30",,"Réservations ReSEdAMorel Anais(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Mecanique des solides deformables","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1MSD_2022_S5_CTD_G4JAY Amandine(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Materials and Structures","23-09-2022","15:45","23-09-2022","17:45",,"4EUS3MS_2022_S7_CTD_G1ROUSSEAU Quentin(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"Mathematiques pour ingenieur","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1MAT_2022_S5_TD_AMPHI_C_G7BROSSIER Jean-marc(Exporté le:28/02/2023 14:40)","","G-2C008","","",,,,,
"Mecanique des solides deformables","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1MSD_2022_S5_CTD_G3BOURGEOIS Celine(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Mathematiques pour ingenieur","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1MAT_2022_S5_TD_AMPHI_C_G8LE BIHAN Nicolas(Exporté le:28/02/2023 14:40)","","G-2C007","","",,,,,
"Automatique & commande systemes","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1AUT_2022_S5_CTD_AMPHI_A_G2SENAME Olivier(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Algorithmique et programmation","23-09-2022","15:45","23-09-2022","17:45",,"3EUAAEP8_2022_S5_BE_G1HUANG ZhujunCOLOMBET Damien(Exporté le:28/02/2023 14:40)","","G-2A007-info","","",,,,,
"Mathematiques pour ingenieur","23-09-2022","15:45","23-09-2022","17:45",,"3EUS1MAT_2022_S5_TD_AMPHI_C_G9VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-2C004","","",,,,,
"Meca fluides pour l'environnement","23-09-2022","16:00","23-09-2022","18:00",,"4EUS3MFE_2022_S7_CTD_G1METAIS Olivier(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Conception mecanique","23-09-2022","16:00","23-09-2022","18:00",,"4EUS3CME_2022_S7_BE_G2DUBEY Anurag(Exporté le:28/02/2023 14:40)","","G-3A014-info,*","","",,,,,
"Energy Economics","23-09-2022","16:00","23-09-2022","18:00",,"4EUS3EE3_2022_S7_CM_G1IONESCU RIFFAUD Oana(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Automatique pour l'ingenieur","23-09-2022","16:00","23-09-2022","18:00",,"4EUS3AIN_2022_S7_BE_G1MESLEM NacimHABLY Ahmad(Exporté le:28/02/2023 14:40)","","G-3D003-info","","",,,,,
"Design Models for Power Electronics","23-09-2022","16:00","23-09-2022","18:00",,"5EU9DMP9_2022_S9_BE2_MAGNETIQUE_G1CHAZAL HerveSCHANEN Jean luc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Conception syst evenements discrets","23-09-2022","16:00","23-09-2022","18:00",,"4EUS3SCE_2022_S7_CM_G1JACOMINO Mireille(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"Energy Manag. Efficiency Buildings","23-09-2022","16:15","23-09-2022","18:15",,"5EUS5GEB_2022_S9_BE_G1PLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Water Manag. Non Stationnary Env.","23-09-2022","16:15","23-09-2022","18:15",,"5EU5WAT6_2022_S9_CM_G1BOUDEVILLAIN Brice(Exporté le:28/02/2023 14:40)","","G-2C001","","",,,,,
"Surete nucleaire en exploitation","23-09-2022","16:15","23-09-2022","18:15",,"5EUS5SUI_2022_S9_CTD_G1MOCANU Stephane(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"Gestion innovation technologique","23-09-2022","16:15","23-09-2022","18:15",,"5EU9GIT0_2022_S9_CTD_G1FASAN Marie-Laurence(Exporté le:28/02/2023 14:40)","","G-2B002,*","","",,,,,
"Enjeux et contexte","23-09-2022","16:15","23-09-2022","18:15",,"5EU9EEC1_2022_S9_CTD_G1TOURANCHEAU Bernard(Exporté le:28/02/2023 14:40)","","G-2C002","","",,,,,
"Systemes mecaniques","26-09-2022","08:00","26-09-2022","12:00",,"3EUS1SMC_2022_S5_BE_G5SolidWorksGENEVOIS PierreLACIPIERE Jerome(Exporté le:28/02/2023 14:40)","","*,G-2A007-info,G-3A014-info,G-3B007,G-3B008-Mécanique & Technologie 1","","",,,,,
"Mathematiques pour ingenieur","26-09-2022","08:00","26-09-2022","10:00",,"3EUS1MAT_2022_S5_CM_G1ZOZOR Steeve(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Algorithmique et programmation","26-09-2022","08:00","26-09-2022","10:00",,"3EUAAEP8_2022_S5_BE_G1GOUNON PatrickJOSSEROND Charles(Exporté le:28/02/2023 14:40)","","G-3B001-info,G-2C005-info","","",,,,,
"Energie electrique","26-09-2022","08:00","26-09-2022","10:00",,"3EUS1ENE_2022_S5_CM_G3TIXADOR Pascal(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Vente de crêpes /Hugo Guignet","26-09-2022","08:00","26-09-2022","18:00",,"(Exporté le:28/02/2023 14:40)","","G-0B018-Agora","","",,,,,
"Computer Sciences","26-09-2022","08:00","26-09-2022","10:00",,"4EUS3MON_2022_S7_BE1_G4SHAHID Muhammad SalmanPLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Ingenierie des amenagements 1","26-09-2022","08:15","26-09-2022","11:15",,"4EUS3IH1_2022_S7_TP_G8* MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-3B012-DébitVisu","","",,,,,
"Energy Conversion I","26-09-2022","08:15","26-09-2022","10:15",,"4EUS3MAG_2022_S7_CM_G1CHAZAL Herve(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Electronique & signaux numeriques","26-09-2022","08:15","26-09-2022","12:15",,"4EUS3ESN_2022_S7_BE1_G2WILLEMIN JeromeBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Module accompagnement professionnel","26-09-2022","08:15","26-09-2022","10:15",,"4EMAMAP9_2022_S8_TD_G1BELANGER Sophie(Exporté le:28/02/2023 14:40)","","G-2A005","","",,,,,
"Modelling & Dispatch of Smart Power","26-09-2022","08:15","26-09-2022","10:15",,"4EU3MDD7_2022_S7_BE1_G1LHOTELLIER JulietteBUIRE Jerome(Exporté le:28/02/2023 14:40)","","G-4C012-info-picore","","",,,,,
"Physique nucleaire","26-09-2022","08:15","26-09-2022","10:15",,"4EUS31NU_2022_S7_CM_G1NUTTIN Alexis(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Simulation pour les fluides 1","26-09-2022","08:15","26-09-2022","10:15",,"4EUS3SF1_2022_S7_CM_G1HUANG Zhujun(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Hydrau ecoulements en charge","26-09-2022","08:15","26-09-2022","11:15",,"4EUS3HEC_2022_S7_TP_G6* BERNARD Manuel(Exporté le:28/02/2023 14:40)","","G-3B013-Ventilateur","","",,,,,
"Hydrau ecoulements en charge","26-09-2022","08:15","26-09-2022","11:15",,"4EUS3HEC_2022_S7_TP_G5BERNARD Manuel(Exporté le:28/02/2023 14:40)","","G-3B012-Coup de bélier","","",,,,,
"RDV RI","26-09-2022","08:15","26-09-2022","22:00",,"Réservations ReSEdABuguet Karine(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Ingenierie des amenagements 1","26-09-2022","08:15","26-09-2022","11:15",,"4EUS3IH1_2022_S7_TP_G10MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-3B012-HydrauSys","","",,,,,
"Design","26-09-2022","08:30","26-09-2022","10:30",,"5EU9DES0_2022_S9_CTD1_G1ALEX Pierre(Exporté le:28/02/2023 14:40)","","G-4D011-FABLAB Ense3,G-4D013-FABLAB Ense3","","",,,,,
"AI and Autonomous Systems","26-09-2022","08:30","26-09-2022","10:30",,"WEUMAIA0_2022_S9_CM_G1CHATELAIN Florent(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Energy Markets & New Stakeholders","26-09-2022","08:30","26-09-2022","10:30",,"M2-ENTECH5EUS5IME_2022_S9_CM_G1IONESCU RIFFAUD Oana(Exporté le:28/02/2023 14:40)","","G-2C006,G-2B001-info","","",,,,,
"Outils ingenieur des transitions","26-09-2022","08:30","26-09-2022","10:30",,"5EU9OIT2_2022_S9_CTD_G1CLAUS Matthieu(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"Hydraulique maritime et urbaine","26-09-2022","08:30","26-09-2022","10:30",,"5EUS5HAM_2022_S9_CM_G1SECHET Philippe(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"BF","26-09-2022","09:00","26-09-2022","12:30",,"Réservations ReSEdABakouche Fadwa(Exporté le:28/02/2023 14:40)","","G-1D003-Salle du Conseil","","",,,,,
"Computer Sciences","26-09-2022","10:15","26-09-2022","12:15",,"4EUS3MON_2022_S7_BE1_G4SHAHID Muhammad SalmanPLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Mathematiques pour ingenieur","26-09-2022","10:15","26-09-2022","12:15",,"3EUS1MAT_2022_S5_TD_AMPHI_A_G1LE BIHAN Nicolas(Exporté le:28/02/2023 14:40)","","G-2C004","","",,,,,
"Mathematiques pour ingenieur","26-09-2022","10:15","26-09-2022","12:15",,"3EUS1MAT_2022_S5_TD_AMPHI_A_G3VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-2C007","","",,,,,
"Energie electrique","26-09-2022","10:15","26-09-2022","12:15",,"3EUS1ENE_2022_S5_TD_G9BESANGER-MOLERES Yvon(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"Algorithmique et programmation","26-09-2022","10:15","26-09-2022","12:15",,"3EUAAEP8_2022_S5_BE_G1GOUNON PatrickJOSSEROND Charles(Exporté le:28/02/2023 14:40)","","G-3B001-info,G-2C005-info","","",,,,,
"Energie electrique","26-09-2022","10:15","26-09-2022","12:15",,"3EUS1ENE_2022_S5_TD_G8TIXADOR Pascal(Exporté le:28/02/2023 14:40)","","G-2C002","","",,,,,
"Mathematiques pour ingenieur","26-09-2022","10:15","26-09-2022","12:15",,"3EUS1MAT_2022_S5_TD_AMPHI_A_G2AMBLARD Pierre-olivier(Exporté le:28/02/2023 14:40)","","G-2C008","","",,,,,
"Simulation pour les fluides 1","26-09-2022","10:30","26-09-2022","12:30",,"4EUS3SF1_2022_S7_CTD_G3BODIGUEL Hugues(Exporté le:28/02/2023 14:40)","","G-2B001-info","","",,,,,
"Energy Conversion I","26-09-2022","10:30","26-09-2022","12:30",,"4EUS3MAG_2022_S7_TD_G1CHAZAL Herve(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Simulation pour les fluides 1","26-09-2022","10:30","26-09-2022","12:30",,"4EUS3SF1_2022_S7_CTD_G2BONAMY Cyrille(Exporté le:28/02/2023 14:40)","","G-3D003-info","","",,,,,
"Genie electrique - reseaux","26-09-2022","10:30","26-09-2022","12:30",,"4EUS3GEN_2022_S7_CM_G1VOISIN-FRADIN Mathias(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Simulation pour les fluides 1","26-09-2022","10:30","26-09-2022","12:30",,"4EUS3SF1_2022_S7_CTD_G1DELAFIN Pierre-luc(Exporté le:28/02/2023 14:40)","","G-1B012-info-vie étudiante","","",,,,,
"Modelling & Dispatch of Smart Power","26-09-2022","10:30","26-09-2022","12:30",,"4EU3MDD7_2022_S7_BE1_G1LHOTELLIER JulietteBUIRE Jerome(Exporté le:28/02/2023 14:40)","","G-4C012-info-picore","","",,,,,
"English for your Career","26-09-2022","10:30","26-09-2022","12:30",,"4EMAENG9_2022_S8_TD_G1BELANGER Sophie(Exporté le:28/02/2023 14:40)","","G-2A005","","",,,,,
"Hydraulique maritime et urbaine","26-09-2022","10:45","26-09-2022","12:45",,"5EUS5HAM_2022_S9_CM_G1CHAUCHAT Julien(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"Design","26-09-2022","10:45","26-09-2022","12:45",,"5EU9DES0_2022_S9_CTD1_G1ALEX Pierre(Exporté le:28/02/2023 14:40)","","G-4D011-FABLAB Ense3,G-4D013-FABLAB Ense3","","",,,,,
"Outils ingenieur des transitions","26-09-2022","10:45","26-09-2022","12:45",,"5EU9OIT2_2022_S9_CTD_G1CLAUS Matthieu(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"Energy Markets & New Stakeholders","26-09-2022","10:45","26-09-2022","12:45",,"M2-ENTECH5EUS5IME_2022_S9_CM_G1IONESCU RIFFAUD Oana(Exporté le:28/02/2023 14:40)","","G-2C006,G-2A006","","",,,,,
"AI and Autonomous Systems","26-09-2022","10:45","26-09-2022","12:45",,"WEUMAIA0_2022_S9_CM_G1BRINON-ARRANZ Lara(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Numerical Methods","26-09-2022","13:30","26-09-2022","15:30",,"4EUS3MN_2022_S7_CM_VF_G1HUANG Zhujun(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"Energie electrique","26-09-2022","13:30","26-09-2022","15:30",,"3EUS1ENE_2022_S5_CM_G1SCHANEN Jean luc(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G14SALOMON Marie florence(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"Conversion energie avancee","26-09-2022","13:30","26-09-2022","15:30",,"5EUS5CNE_2022_S9_CTD_G1GERBAUD Laurent(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"SOUTENANCE STAGE 2A","26-09-2022","13:30","26-09-2022","14:30",,"(Exporté le:28/02/2023 14:40)","","G-4D001-Projet","","",,,,,
"Fondamentaux de physique","26-09-2022","13:30","26-09-2022","15:30",,"3EUAFDP8_2022_S5_CTD_G1HARTHONG Barthelemy(Exporté le:28/02/2023 14:40)","","G-2C001","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G17PIERRET Laurence(Exporté le:28/02/2023 14:40)","","G-2C008","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G18BELANGER Sophie(Exporté le:28/02/2023 14:40)","","G-2B002","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G13GUY Rebecca(Exporté le:28/02/2023 14:40)","","G-2C002","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G16EVANS Adrian(Exporté le:28/02/2023 14:40)","","G-2C007","","",,,,,
"English and Communication","26-09-2022","13:30","26-09-2022","15:30",,"3EM1ANG6_2022_S5_TD_G15CUGAT Sylvie(Exporté le:28/02/2023 14:40)","","G-2C004","","",,,,,
"Smart Systems","26-09-2022","13:30","26-09-2022","17:30",,"5EU9SSY1_2022_S9_BE_G1AMAYRI Manar(Exporté le:28/02/2023 14:40)","","G-3A014-info","","",,,,,
"Systemes mecaniques","26-09-2022","13:30","26-09-2022","15:30",,"3EUS1SMC_2022_S5_CM_G2AMEN Jean-luc(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Modelisation et analyse 1","26-09-2022","13:45","26-09-2022","15:45",,"4EUS3MA1_2022_S7_CM_G1METAIS Olivier(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Computer Sciences","26-09-2022","13:45","26-09-2022","15:45",,"4EUS3MON_2022_S7_BE1_G4SHAHID Muhammad SalmanPLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Power Electronics I","26-09-2022","13:45","26-09-2022","15:45",,"4EUS3ELP_2022_S7_CM_G1AVENAS Yvan(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Design and Control of Systems","26-09-2022","13:45","26-09-2022","17:45",,"4EUS3CCS_2022_S7_BE1_SEM_G1ROBINET AntoineBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Evaluation du travail en entreprise","26-09-2022","13:45","26-09-2022","15:45",,"VARVAT Bénédicte4EUAEVA8_2022_S8_CTD_G1(Exporté le:28/02/2023 14:40)","","G-2A005","","",,,,,
"Mecatronique","26-09-2022","13:45","26-09-2022","15:45",,"4EU3ME16_2022_S7_CM_G1LEFRANC Pierre(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Soutenance PFE","26-09-2022","14:00","26-09-2022","17:00",,"(Exporté le:28/02/2023 14:40)","","G-2A004","","",,,,,
"Reunion SERDP","26-09-2022","14:00","26-09-2022","17:30",,"Réservations ReSEdAChauchat Julien(Exporté le:28/02/2023 14:40)","","G-1D003-Salle du Conseil","","",,,,,
"River Dynamics","26-09-2022","14:00","26-09-2022","18:00",,"5EUS5DYF_2022_S9_TP_G9LAPILLONNE Suzanne(Exporté le:28/02/2023 14:40)","","G-3B012-Canal de charriage","","",,,,,
"Advanced Heat Transfer & Energetics","26-09-2022","14:00","26-09-2022","16:00",,"5EU5ADHT_2022_S9_CM2_SEM_G1MAITRE Thierry(Exporté le:28/02/2023 14:40)","","G-4D006 TD-info","","",,,,,
"Mechanical Structure Design","26-09-2022","14:00","26-09-2022","16:00",,"5EUS5CMO_2022_S9_CM_G1EMERIAULT Fabrice(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"reunion CDS","26-09-2022","14:00","26-09-2022","16:00",,"Réservations ReSEdABakouche Fadwa(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Outils ingenieur des transitions","26-09-2022","14:00","26-09-2022","16:00",,"5EU9OIT2_2022_S9_CTD_G1BALLAND Martial(Exporté le:28/02/2023 14:40)","","G-4C012-info-picore","","",,,,,
"Model. avancee durabilite struct.","26-09-2022","14:00","26-09-2022","16:00",,"5EUS5MAD_2022_S9_CM_G1IMBAULT Didier(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Robust Control Mechatronic Systems","26-09-2022","14:00","26-09-2022","15:00",,"5EU9RCM0_2022_S9_CTD_G1MARTINEZ-MOLINA John-jairo(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"Design","26-09-2022","14:00","26-09-2022","16:00",,"5EU9DES0_2022_S9_CTD1_G1ALEX Pierre(Exporté le:28/02/2023 14:40)","","G-4D011-FABLAB Ense3,G-4D013-FABLAB Ense3","","",,,,,
"Robust Control Mechatronic Systems","26-09-2022","15:15","26-09-2022","18:15",,"5EU9RCM0_2022_S9_TP_G2MARTINEZ-MOLINA John-jairoNEGRE Amaury(Exporté le:28/02/2023 14:40)","","G-3D001-AIDA-Zone 2,G-3D001-AIDA-Zone 1","","",,,,,
"Numerical Methods","26-09-2022","15:45","26-09-2022","17:45",,"4EUS3MN_2022_S7_CM_EF_G1DUFOUR Frédéric(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"Energie electrique","26-09-2022","15:45","26-09-2022","17:45",,"3EUS1ENE_2022_S5_TD_G2BUIRE Jerome(Exporté le:28/02/2023 14:40)","","G-2B013,*","","",,,,,
"Systemes mecaniques","26-09-2022","15:45","26-09-2022","17:45",,"3EUS1SMC_2022_S5_TD_G6DUBEY Anurag(Exporté le:28/02/2023 14:40)","","G-4D008 TD-info","","",,,,,
"Systemes mecaniques","26-09-2022","15:45","26-09-2022","17:45",,"3EUS1SMC_2022_S5_TD_G4OUEDRAOGO Evariste(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"Evaluation du travail en entreprise","26-09-2022","15:45","26-09-2022","17:00",,"VARVAT Bénédicte4EUAEVA8_2022_S8_CTD_G1(Exporté le:28/02/2023 14:40)","","G-2A005","","",,,,,
